id,data,quartos,banheiros,area_util_m2,area_total_m2,andares,orla_mar,nota_vista,nota_condicao,nota,area_porao_m2,ano_construcao,ano_reforma,tem_porao,teve_reforma,preco_dolares
1926059094,2014-08-12,3,2,124.4900736,954.67163904,1.0,0,0,4,7,0.0,1961,0,0,0,330000
6672900220,2015-01-12,4,3,222.0382656,1141.9641676800004,1.0,0,0,5,9,0.0,1962,0,0,0,984000
3629860060,2015-03-12,5,5,364.1799168,540.97440192,2.0,0,0,3,9,85.4707968,2000,0,1,0,827500
1822069109,2014-09-10,3,3,235.9737216,4815.721981440001,1.0,0,0,4,8,66.89018879999999,1976,0,1,0,485000
6675500105,2014-07-29,3,2,107.7675264,670.48123968,1.0,0,0,3,7,0.0,1969,0,0,0,306000
249000180,2014-12-01,4,5,398.0895264,868.1789087999999,2.0,0,0,3,10,0.0,2013,0,0,0,1890000
226059065,2014-09-03,3,3,209.9608704,5018.06480256,1.0,0,0,3,7,75.25146240000002,1962,0,1,0,514000
396100110,2014-05-16,2,1,77.10952320000001,558.99759168,1.0,0,0,4,6,0.0,1954,0,0,0,282613
9264450460,2014-06-03,5,3,230.49244224,375.7927968,2.0,0,0,3,8,0.0,2014,0,0,0,309000
7853361210,2015-02-18,3,2,153.29001599999998,467.02358208,1.5,0,0,3,7,0.0,2009,0,0,0,400000
9474700020,2014-05-03,3,1,93.8320704,923.9207328,1.0,0,0,4,6,0.0,1973,0,0,0,310000
421000455,2015-05-02,3,1,126.3481344,542.5537536,1.0,0,0,4,5,0.0,1953,0,0,0,253200
3755200220,2014-07-18,4,2,153.29001599999998,864.4627872000002,1.0,0,0,4,6,0.0,1960,0,0,0,334009
7960100075,2015-03-25,3,2,143.0706816,334.45094400000005,1.0,0,0,3,7,60.386976,1994,0,1,0,500000
9477100490,2015-04-24,3,2,140.2835904,715.3534080000002,1.0,0,0,3,7,0.0,1968,0,0,0,441500
9138100350,2015-02-18,4,2,212.7479616,557.4182400000002,1.5,0,3,5,7,0.0,1900,0,0,0,685000
1624049275,2014-08-12,4,3,151.4319552,498.05319744,2.0,0,0,3,7,0.0,1999,0,0,0,327000
2770606890,2014-08-07,4,2,141.2126208,487.74096,1.0,0,0,3,6,0.0,1949,0,0,0,450000
1157200189,2014-05-14,3,4,195.096384,1150.51124736,2.0,0,0,3,9,0.0,1980,0,0,0,356000
2770601800,2014-10-24,3,2,144.9287424,557.4182400000002,1.0,0,0,3,6,72.4643712,1944,0,1,0,525000
9301300805,2014-12-15,3,3,120.773952,147.7158336,2.0,0,0,3,8,18.580607999999998,2014,0,1,0,675000
2325069032,2014-07-31,5,5,438.50234880000005,1741.0958726400004,2.0,0,0,3,11,140.2835904,2005,0,1,0,875000
1021079099,2014-11-06,3,3,184.8770496,1901.35361664,1.5,0,0,4,8,53.8837632,1987,0,1,0,345000
7215730040,2014-05-15,4,3,292.6445760000001,848.2047552000001,2.0,0,0,3,9,0.0,2001,0,0,0,695000
1853200080,2014-06-19,2,1,150.50292480000005,855.1724832000001,1.0,0,0,5,6,71.5353408,1921,0,1,0,350000
3224600340,2014-10-13,4,3,259.1994816,607.5858816000001,2.0,0,0,3,9,0.0,1999,0,0,0,695000
3222049120,2015-01-23,4,3,215.5350528,1214.05692672,2.0,0,2,3,8,0.0,1998,0,0,0,400000
2113700025,2015-04-09,2,1,104.88753216,356.7476736000001,1.0,0,0,3,7,0.0,1953,0,0,0,330000
7893207925,2014-10-22,3,2,119.8449216,659.611584,1.0,0,0,3,6,0.0,1954,0,0,0,265000
3586501085,2014-08-08,4,3,212.7479616,2482.3692288,2.0,0,0,3,8,0.0,1977,0,0,0,630000
8024200010,2014-10-28,2,1,135.6384384,557.4182400000002,1.0,0,0,2,7,18.580607999999998,1925,0,1,0,312000
7116500705,2015-01-29,2,1,85.4707968,547.1060025600002,1.0,0,0,4,6,0.0,1950,0,0,0,156000
1598600209,2014-10-20,6,3,286.1413632,758.3675155200001,1.0,0,0,3,7,139.35456000000002,1985,0,1,0,300000
7204200025,2014-10-28,4,3,289.8574848,4594.61274624,2.0,1,4,4,9,49.2386112,1974,1989,1,1,1225000
4206901505,2015-03-26,2,1,104.0514048,371.61216,1.0,0,0,3,7,0.0,1926,0,0,0,465000
2937300440,2014-09-08,4,3,334.45094400000005,562.5279072000002,2.0,0,0,3,9,0.0,2014,0,0,0,923990
7205000180,2015-04-17,4,3,185.80608,963.77613696,2.0,0,1,4,7,0.0,1967,0,0,0,320000
8718500665,2014-07-24,3,1,149.5738944,1045.1592,1.0,0,0,3,7,48.309580800000006,1975,0,1,0,375000
5318101765,2014-06-02,3,2,155.1480768,501.676416,2.0,0,0,5,8,0.0,1912,0,0,0,985000
4122700020,2014-07-10,5,2,214.6060224,1247.6878272,1.5,0,0,4,8,0.0,1966,0,0,0,850000
8078700020,2014-06-03,3,3,167.22547200000002,4054.93898688,1.0,0,0,4,8,0.0,1976,0,0,0,474900
3303980680,2015-02-28,4,4,318.6574272000001,1264.31747136,2.0,0,0,3,11,0.0,2001,0,0,0,997000
8924100372,2015-04-23,4,4,333.52191360000006,495.54481536,2.0,0,2,3,9,41.806368000000006,2006,0,1,0,1302000
2781270210,2015-02-24,2,2,109.6255872,278.98782912,2.0,0,0,3,6,0.0,2005,0,0,0,209900
519000043,2014-07-14,3,3,152.36098560000005,353.40316416,2.0,0,0,3,8,0.0,1998,0,0,0,602000
3225069301,2014-06-12,4,3,532.3344192000002,4175.71293888,2.0,0,4,3,11,134.709408,1991,0,1,0,1228000
151000075,2015-02-06,3,3,200.6705664,364.1799168,2.0,0,0,3,9,0.0,2014,0,0,0,856000
2297400020,2014-09-02,3,3,166.2964416,661.9341599999999,1.0,0,0,3,7,52.954732799999995,1974,0,1,0,392000
6617500085,2015-04-22,4,3,269.418816,535.1215103999999,1.0,0,0,4,8,115.1997696,1959,0,1,0,500000
104510180,2015-02-11,3,3,139.35456000000002,669.8309184000002,1.0,0,0,3,7,32.516064,1984,0,1,0,230000
3528900060,2014-06-26,3,3,231.3285696,371.61216,2.0,0,0,5,8,76.18049280000002,1918,0,1,0,1145000
3345100286,2015-02-19,4,3,303.79294080000005,2299.3502399999998,1.0,0,0,4,8,146.78680319999998,1979,0,1,0,560000
1226039130,2014-10-09,3,3,183.94801919999998,668.9018880000001,1.0,0,0,3,8,63.1740672,1964,0,1,0,355000
8712100720,2014-08-15,3,2,194.16735359999998,465.9087456,1.5,0,0,5,7,0.0,1920,0,0,0,785000
3037200010,2015-03-05,2,3,109.6255872,194.16735359999998,2.0,0,0,3,7,0.0,2004,0,0,0,447500
3626039268,2014-05-16,1,1,105.90946559999999,622.450368,1.5,0,0,3,7,0.0,1920,0,0,0,540000
104510230,2014-11-19,3,2,143.0706816,669.8309184000002,2.0,0,0,4,7,0.0,1984,0,0,0,252000
5112800060,2014-06-06,4,2,190.451232,8781.659856,1.0,0,0,4,7,74.32243199999999,1959,0,1,0,455000
6072400280,2014-06-19,4,3,210.8899008,859.0744108800002,1.0,0,0,5,8,71.5353408,1972,0,1,0,619850
5317100570,2014-12-15,3,3,192.3092928,459.31262976000005,2.0,0,0,3,9,0.0,1930,0,0,0,1250000
9528102993,2014-12-29,3,2,146.78680319999998,114.08493312,3.0,0,0,3,8,0.0,2014,0,0,0,495000
2919201095,2015-03-27,3,1,117.9868608,356.7476736000001,1.5,0,0,3,7,0.0,1926,0,0,0,540000
6181400920,2015-04-30,3,3,170.01256320000005,464.23649088,2.0,0,0,3,7,0.0,2004,0,0,0,286651
185000161,2014-10-15,3,1,165.36741120000005,724.643712,1.0,0,0,3,7,66.89018879999999,1957,0,1,0,261000
8691400010,2015-03-27,4,4,309.3671232000001,725.47983936,2.0,0,0,3,9,0.0,2004,0,0,0,830000
3345700165,2014-12-02,3,3,235.0446912,2529.47107008,2.0,0,0,3,8,0.0,1987,0,0,0,450000
6151800486,2014-07-18,2,1,117.9868608,1821.08539008,1.0,0,0,3,6,0.0,1977,0,0,0,260000
4340000080,2015-03-27,4,4,261.98657280000003,725.47983936,2.0,0,0,3,10,0.0,1995,0,0,0,1450000
4136960010,2015-03-27,5,4,323.30257919999997,1191.10987584,2.0,0,2,3,10,54.812793600000006,2004,0,1,0,480000
3634100030,2015-01-09,4,2,170.01256320000005,484.9538688,1.5,0,0,3,7,0.0,1951,0,0,0,270000
1624059224,2014-06-18,4,4,434.7862272,901.1594880000001,2.0,0,0,3,10,122.6320128,2005,0,1,0,1160000
2788400090,2014-08-07,3,1,157.935168,715.3534080000002,1.0,0,0,3,7,53.8837632,1960,0,1,0,250000
9828200762,2014-06-28,2,1,97.548192,236.15952768,1.0,0,0,3,7,15.7935168,1904,0,1,0,650000
7524400250,2014-11-24,3,2,193.2383232,1123.56936576,2.0,0,0,4,8,0.0,1982,0,0,0,589950
3528000290,2014-06-09,4,3,242.4769344,3084.93834624,2.0,0,0,3,10,0.0,1988,0,0,0,743700
5700003630,2014-06-30,5,5,448.7216832,747.8694720000002,2.5,0,2,4,11,104.0514048,1914,0,1,0,1925000
2720069019,2014-11-03,3,2,104.0514048,9145.839772799998,1.5,0,2,4,7,0.0,1917,0,0,0,316000
7227501170,2014-06-26,4,2,123.5610432,550.54341504,1.0,0,0,4,5,0.0,1942,0,0,0,235867
2397101270,2015-01-26,3,2,131.9223168,334.45094400000005,1.5,0,0,4,7,0.0,1904,0,0,0,716000
6792100090,2014-09-14,4,3,243.4059648,974.45998656,2.0,0,0,3,9,0.0,1990,0,0,0,683000
2770602265,2015-02-24,3,2,132.85134720000002,390.192768,1.0,0,0,4,7,55.741824,1908,0,1,0,345000
3971700937,2014-08-27,3,2,117.0578304,696.7728000000002,1.0,0,0,3,6,39.0192768,1947,0,1,0,270000
422049203,2014-10-24,3,2,123.5610432,607.5858816000001,1.0,0,0,3,7,39.9483072,1971,0,1,0,239000
3076500830,2014-10-29,1,1,65.9611584,557.4182400000002,1.5,0,0,3,6,0.0,2015,0,0,0,385195
1423400260,2015-04-02,3,2,190.451232,840.3079968000002,2.0,0,0,4,6,0.0,1959,0,0,0,273000
9161100795,2015-05-06,3,1,115.1997696,534.93570432,1.5,0,0,4,6,26.0128512,1910,0,1,0,476900
3126049052,2015-03-18,4,2,189.5222016,589.7484979200002,1.0,0,0,3,7,94.7611008,1962,0,1,0,551000
5100401468,2014-07-15,2,1,103.1223744,502.88415552,1.0,0,0,3,6,20.4386688,1937,0,1,0,448000
514500235,2014-10-20,3,2,96.6191616,959.03808192,1.0,0,0,4,7,0.0,1958,0,0,0,411100
1423200170,2014-06-12,2,1,84.54176640000001,916.86010176,1.0,0,0,3,6,0.0,1957,0,0,0,223000
1402100070,2014-08-01,5,3,208.1028096,1773.5190335999998,1.0,0,0,4,8,50.1676416,1968,0,1,0,335500
624110020,2014-09-25,3,3,321.44451840000005,1219.72401216,2.0,0,0,3,9,83.61273600000001,1988,0,1,0,730000
2407000145,2015-01-20,3,1,105.90946559999999,815.2241759999999,1.0,0,0,3,6,13.935456,1942,0,1,0,197200
1890000225,2014-06-20,6,2,221.1092352,379.0444032,2.0,0,0,3,8,0.0,1917,0,0,0,725000
1320069271,2014-06-12,3,2,193.2383232,1056.7720800000002,1.0,0,0,3,8,0.0,2002,0,0,0,342500
5490700085,2014-09-11,5,2,162.58032,763.6629888000001,1.0,0,0,3,7,0.0,1956,0,0,0,340000
263000155,2014-05-05,3,2,130.99328640000002,560.2053312,1.5,0,0,4,7,0.0,1930,0,0,0,418000
3726800201,2015-04-17,3,2,200.6705664,371.61216,1.0,0,0,3,7,100.3352832,1953,0,1,0,410000
5153200358,2014-10-29,5,2,228.5414784,1486.44864,1.0,0,0,3,7,114.2707392,1957,0,1,0,240000
2725079018,2014-05-09,4,4,328.87676160000007,14811.531667200003,2.0,0,0,3,9,0.0,2007,0,0,0,800000
7165700200,2014-06-05,3,3,129.1352256,100.3352832,2.0,0,0,3,7,23.22576,2006,0,1,0,275000
9429000170,2015-03-26,4,3,223.8963264,738.5791680000002,2.0,0,0,3,8,0.0,1997,0,0,0,617950
8718500075,2014-11-17,3,2,120.773952,769.2371712,1.0,0,0,5,7,0.0,1956,0,0,0,396000
1760650950,2015-04-23,3,3,181.160928,355.354128,2.0,0,0,3,7,0.0,2013,0,0,0,309000
1068000559,2014-10-03,4,2,345.5993088,784.84488192,1.0,0,3,4,9,163.50935040000005,1947,0,1,0,1275000
4113800500,2015-02-12,3,3,231.3285696,705.0411705600002,2.0,0,0,3,9,0.0,1991,0,0,0,572500
4077800507,2014-08-21,4,3,196.9544448,512.8247808,1.5,0,0,3,8,65.032128,1985,0,1,0,518500
2725069150,2014-08-17,3,3,262.91560319999996,899.3014272,2.0,0,0,3,10,0.0,1991,0,0,0,710000
4008400035,2014-10-15,5,4,409.7024064,5402.96209728,2.0,0,0,4,9,193.2383232,2001,0,1,0,600000
7016310270,2015-04-10,4,3,206.2447488,669.8309184000002,1.0,0,0,3,7,88.25788800000002,1973,0,1,0,467000
1432701230,2014-07-29,3,1,118.9158912,897.07175424,1.0,0,0,4,6,33.445094399999995,1959,0,1,0,309000
3278606050,2015-04-01,3,4,158.86419840000005,205.50152448,2.0,0,0,3,7,28.799942400000006,2013,0,1,0,362500
2473350710,2014-10-27,4,2,216.4640832,777.0410265600002,1.0,0,0,4,8,0.0,1968,0,0,0,390000
2185000685,2014-11-24,2,1,78.0385536,390.192768,1.0,0,0,3,5,0.0,1938,0,0,0,208417
7792000025,2015-02-11,3,1,295.4316672,2562.823261440001,1.0,0,0,3,8,165.36741120000005,1969,0,1,0,340000
6868200029,2014-09-29,3,2,209.9608704,790.79067648,1.0,0,0,3,7,104.9804352,1948,0,1,0,467500
624069003,2015-01-02,4,3,275.9220288,5544.17471808,1.0,0,2,4,8,126.3481344,1973,0,1,0,829000
7431500280,2014-11-10,4,3,284.28330239999997,4645.337806080001,1.0,0,2,4,8,55.741824,1957,0,1,0,959750
3296000040,2014-09-23,3,3,184.8770496,1485.0550944,1.0,0,0,3,8,41.806368000000006,1964,0,1,0,542000
1118001215,2015-02-04,3,3,317.7283968000001,808.2564480000002,1.0,0,0,3,9,49.2386112,1951,0,1,0,2250000
6453900040,2014-07-14,5,3,277.7800896,696.7728000000002,1.0,0,2,3,9,110.5546176,1972,0,1,0,575000
333100209,2015-03-18,3,2,216.4640832,1514.3195520000004,2.0,0,0,3,9,0.0,1964,0,0,0,690000
34001765,2015-03-25,3,4,207.17377919999998,507.25059840000006,1.0,0,1,4,8,74.32243199999999,1977,0,1,0,699950
8946700100,2014-12-08,4,3,252.6962688,654.3161107200001,2.0,0,0,3,9,0.0,2003,0,0,0,408500
5561401210,2015-01-08,4,3,341.8831872,3319.9830374400008,1.5,0,0,4,8,126.3481344,1970,0,1,0,595000
6671900095,2014-05-27,3,2,122.6320128,576.4633632,1.0,0,0,5,7,0.0,1948,0,0,0,313000
3275850020,2015-04-13,4,3,240.61887360000003,796.27195584,2.0,0,0,3,9,0.0,1988,0,0,0,781000
3876300600,2014-12-12,4,2,149.5738944,1050.2688672000004,1.0,0,0,3,7,0.0,1968,0,0,0,371000
1450900020,2014-10-03,3,2,149.5738944,781.87198464,1.0,0,0,3,7,0.0,1994,0,0,0,268000
8562780280,2015-02-20,2,3,115.1997696,66.89018879999999,2.0,0,0,3,7,8.361273599999999,2008,0,1,0,331000
7663700973,2014-05-22,3,3,125.14039488,120.03072768,3.0,0,0,3,7,0.0,2010,0,0,0,321000
2126049032,2014-09-05,3,2,123.5610432,874.8679276800002,1.0,0,0,5,6,57.59988480000001,1936,0,1,0,375000
1823059159,2015-05-06,2,1,78.967584,464.51520000000005,1.0,0,0,3,5,0.0,1907,0,0,0,298000
3438503426,2015-04-06,3,2,90.1159488,509.85188352000006,1.0,0,0,3,7,0.0,1976,0,0,0,209500
9297301495,2015-02-03,3,3,200.6705664,347.2715635200001,2.0,0,0,3,8,0.0,1994,0,0,0,440000
7140700850,2015-03-26,4,3,237.8317824,504.27770112,2.0,0,0,3,8,0.0,2012,0,0,0,350000
7942601805,2014-09-11,3,3,217.3931136,337.2380352,2.0,0,0,3,9,0.0,1998,0,0,0,618000
2555900030,2014-11-07,3,1,141.2126208,824.0499647999999,1.5,0,0,4,7,0.0,1951,0,0,0,320000
2887970040,2015-04-08,2,3,159.7932288,290.97232128,2.0,0,0,3,8,0.0,1999,0,0,0,234950
7419700010,2014-07-07,5,2,260.128512,1652.55927552,1.0,0,0,4,8,130.064256,1963,0,1,0,665000
2239000011,2015-01-27,4,2,142.14165119999998,726.1301606400001,1.0,0,0,3,7,0.0,1955,0,0,0,500000
9283800050,2014-08-19,2,2,162.58032,1831.02601536,1.5,0,0,4,8,28.799942400000006,1978,0,1,0,575000
9407001340,2014-05-22,3,2,103.1223744,975.48192,1.0,0,0,5,7,0.0,1978,0,0,0,320000
217500140,2014-05-13,5,3,315.870336,833.3402688000001,1.0,0,0,4,8,157.935168,1959,0,1,0,464000
7212660520,2015-03-26,4,2,148.64486399999998,637.4077574400002,1.0,0,0,3,7,0.0,1994,0,0,0,280000
3298201170,2014-11-10,3,1,87.32885759999999,725.66564544,1.0,0,0,3,6,0.0,1959,0,0,0,350000
3057000400,2014-07-08,2,2,101.2643136,249.53756544,2.0,0,0,3,7,0.0,1982,0,0,0,249000
6865200444,2014-05-05,2,3,117.9868608,109.16107199999999,2.0,0,0,3,8,14.8644864,2000,0,1,0,531000
6071600340,2014-11-13,3,3,170.9415936,780.385536,1.0,0,0,3,8,51.09667200000001,1961,0,1,0,472800
6821600005,2015-04-03,4,2,196.9544448,501.676416,1.0,0,0,4,8,98.4772224,1941,0,1,0,710000
1235100371,2014-07-17,5,3,329.805792,891.869184,2.0,0,0,3,7,0.0,1960,0,0,0,580000
7796450340,2014-12-05,4,3,276.85105919999995,527.1318489600002,2.0,0,0,3,8,0.0,2003,0,0,0,330000
3603000410,2014-12-08,2,1,67.8192192,557.4182400000002,1.0,0,0,3,6,0.0,1950,1985,0,1,174950
9297300255,2014-07-16,3,3,196.0254144,371.61216,1.0,0,2,4,7,92.90304,1965,0,1,0,565000
9126100850,2014-11-20,5,2,211.81893119999998,334.45094400000005,2.0,0,0,3,7,0.0,1992,0,0,0,534000
2770601462,2015-04-23,3,3,168.15450239999998,162.58032,2.0,0,0,3,7,42.7353984,1997,0,1,0,503500
2599001500,2014-07-12,3,2,131.9223168,735.7920767999999,1.0,0,0,4,7,0.0,1962,0,0,0,235000
1102000095,2014-08-05,4,3,299.1477888,475.6635648,2.0,0,0,3,9,74.32243199999999,2000,0,1,0,558000
1853080640,2014-05-14,5,5,353.96058239999996,744.98947776,2.0,0,0,3,10,0.0,2008,0,0,0,966000
9551201585,2014-07-01,6,3,244.3349952,875.1466367999999,2.0,0,0,5,9,11.1483648,1900,0,1,0,1297000
3438500796,2015-04-30,3,2,98.4772224,646.04774016,1.0,0,0,4,6,0.0,1983,0,0,0,310000
7518504291,2014-12-15,2,1,141.2126208,312.1542144,1.0,0,0,4,7,64.1030976,1927,0,1,0,535000
9269200340,2015-04-23,4,2,183.0189888,479.3796864,1.5,0,0,3,7,0.0,1942,0,0,0,432000
715010130,2015-02-02,6,5,544.4118143999999,1293.9535411200004,2.0,0,3,3,10,158.86419840000005,2013,0,1,0,1750000
1982201485,2014-05-12,4,3,222.967296,310.2961536,1.0,0,0,4,7,111.483648,1964,0,1,0,675000
9526500080,2014-07-29,4,2,147.7158336,815.5957881600001,1.0,0,0,3,8,0.0,2001,0,0,0,337000
9277200180,2015-04-20,3,1,130.99328640000002,464.51520000000005,1.0,0,0,3,6,39.9483072,1925,0,1,0,410000
6669150280,2015-04-14,4,3,197.8834752,896.7930451200001,1.0,0,0,3,7,58.52891520000001,1978,0,1,0,320000
8917100153,2014-09-10,4,3,220.18020479999998,1412.126208,1.0,0,0,3,8,65.9611584,1975,0,1,0,585000
3760500516,2014-07-24,5,4,334.45094400000005,1367.5327488,1.0,0,2,5,8,167.22547200000002,1960,0,1,0,835000
2725069050,2014-06-13,4,3,382.7605248,2078.2410048,2.0,0,0,3,10,0.0,1997,0,0,0,863000
3332000091,2015-02-24,3,1,110.5546176,382.7605248,1.0,0,0,3,6,0.0,1929,0,0,0,320000
8562770080,2014-10-30,3,4,226.68341759999998,261.24334848,2.0,0,0,3,8,67.8192192,2005,0,1,0,613000
8151601190,2014-12-03,5,1,135.6384384,1089.38104704,1.5,0,0,3,6,15.7935168,1936,0,1,0,180000
8563040160,2015-01-21,4,3,236.902752,724.643712,1.0,0,0,3,8,90.1159488,1968,0,1,0,560000
240000269,2015-01-24,4,5,377.18634239999994,1003.352832,2.0,0,0,3,10,0.0,2007,0,0,0,530000
4307350200,2015-05-12,3,3,156.0771072,400.22629632,2.0,0,0,3,7,0.0,2004,0,0,0,347000
1311910300,2015-02-04,5,3,215.5350528,592.25688,1.0,0,0,4,7,97.548192,1967,0,1,0,260000
3574900030,2015-03-27,4,3,204.386688,845.32476096,2.0,0,0,3,8,0.0,1994,0,0,0,585000
7853230570,2014-09-15,3,3,207.17377919999998,538.837632,2.0,0,0,3,7,0.0,2004,0,0,0,440000
320069049,2014-05-14,4,2,147.7158336,12221.48781504,1.0,0,3,4,7,0.0,1966,0,0,0,305000
9839301060,2015-04-06,3,2,161.65128959999998,408.773376,1.5,0,0,3,8,0.0,1903,0,0,0,650500
7011201333,2014-09-17,3,4,119.8449216,114.2707392,2.0,0,2,3,9,18.580607999999998,2008,0,1,0,590000
2781320100,2015-03-09,3,2,155.1480768,2290.059936,1.0,0,0,4,7,0.0,1974,0,0,0,245000
3421069120,2015-02-19,3,3,312.1542144,3832.2504,1.0,0,0,4,7,143.0706816,1988,0,1,0,329999
7852030320,2015-02-17,3,3,243.4059648,452.80941696,2.0,0,0,3,7,0.0,1999,0,0,0,470000
5316101075,2014-09-26,7,3,497.03126399999996,1337.8037760000002,2.5,0,0,4,10,30.658003200000003,1910,0,1,0,2885000
5309100750,2015-01-23,3,2,135.6384384,260.128512,2.0,0,0,3,7,0.0,1928,0,0,0,580000
629000730,2014-05-28,3,2,138.42552959999998,910.449792,1.0,0,0,4,7,32.516064,1947,0,1,0,745000
511700170,2015-05-05,4,3,165.36741120000005,967.67806464,1.0,0,0,5,7,66.89018879999999,1963,0,1,0,350000
1562100030,2014-09-10,4,2,160.72225920000002,741.3662592000002,1.0,0,0,4,8,0.0,1965,0,0,0,515000
2489200230,2015-03-11,4,2,185.80608,772.6745836800002,1.5,0,0,4,8,0.0,1917,0,0,0,756100
524069116,2014-06-02,3,2,162.58032,1439.99712,1.0,0,0,3,7,24.154790400000003,1982,0,1,0,472500
5315100737,2014-05-28,6,3,213.67699199999998,2301.48700992,1.5,0,0,4,9,0.0,1950,1985,0,1,900000
1868900675,2014-09-12,4,3,245.2640256,371.61216,2.0,0,0,5,8,84.54176640000001,1925,0,1,0,895000
1608000120,2015-02-02,3,3,237.3672672,531.4053888000002,2.0,0,0,3,8,0.0,2006,0,0,0,255000
705700240,2015-02-18,4,3,215.5350528,936.36974016,2.0,0,0,3,7,0.0,1994,0,0,0,380000
7575600610,2015-02-09,3,3,154.21904640000002,487.74096,2.0,0,0,4,8,0.0,1988,0,0,0,265000
1778500015,2014-10-16,3,2,180.2318976,371.61216,1.5,0,0,3,8,58.52891520000001,1915,0,1,0,728000
5423500240,2014-06-24,3,1,97.548192,703.9263340800002,1.0,0,0,3,7,0.0,1983,0,0,0,194000
6713700025,2014-05-15,3,1,113.34170879999999,1207.7395199999999,1.0,0,0,4,7,0.0,1955,0,0,0,300000
2734100734,2014-10-15,3,4,143.0706816,132.57263808000002,2.0,0,0,3,7,16.722547199999998,2007,0,1,0,216650
