id,data,preco_dolares,quartos,banheiros,area_util_m2,area_total_m2,andares,orla_mar,nota_vista,nota_condicao,nota,area_porao_m2,ano_construcao,ano_reforma,tem_porao,teve_reforma
8079040320,2015-02-23,430000,4,3,171.87062400000005,926.80072704,2.0,Nao,Vista completamente bloqueada,Pronto para morar,8,0.0,1991,0,Nao,Nao
1516000055,2014-12-10,650000,3,3,199.741536,1972.7960544,1.0,Nao,Vista boa,Bom estado,8,52.0257024,1959,0,Sim,Nao
9558200045,2014-08-28,289000,3,2,117.0578304,780.385536,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1954,0,Nao,Nao
5072410070,2014-10-21,505000,3,2,234.02275776,807.3274176000001,2.0,Nao,Vista completamente bloqueada,Excelente estado,8,0.0,1973,0,Nao,Nao
9528102996,2014-12-07,549000,3,2,143.0706816,96.99077376,3.0,Nao,Vista completamente bloqueada,Pronto para morar,8,0.0,2014,0,Nao,Nao
1189001180,2014-06-03,425000,3,3,154.21904640000002,557.4182400000002,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,51.09667200000001,1979,0,Sim,Nao
3253500160,2014-11-20,317625,3,3,257.34142080000004,353.86767936,1.5,Nao,Vista completamente bloqueada,Excelente estado,7,92.90304,1925,0,Sim,Nao
3394100030,2014-09-09,975000,4,3,252.6962688,1026.48568896,2.0,Nao,Vista completamente bloqueada,Pronto para morar,10,0.0,1989,0,Nao,Nao
3717000160,2014-10-09,287000,4,3,208.1028096,431.81332992,2.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,2005,0,Nao,Nao
1274500060,2014-08-25,204000,3,1,92.90304,1121.3396928,1.0,Nao,Vista completamente bloqueada,Bom estado,7,0.0,1968,0,Nao,Nao
1802000060,2014-06-12,1325000,5,3,297.289728,1872.73948032,1.0,Nao,Vista completamente bloqueada,Pronto para morar,8,148.64486399999996,1965,0,Sim,Nao
1525059190,2014-09-12,1040000,5,4,443.14750080000016,4653.884885760001,1.0,Nao,Vista completamente bloqueada,Bom estado,11,157.935168,1973,0,Sim,Nao
1049000060,2015-01-05,325000,3,2,117.0578304,521.37186048,1.0,Nao,Vista completamente bloqueada,Bom estado,7,0.0,1972,0,Nao,Nao
8820901275,2014-06-10,571000,4,2,255.48336,725.29403328,1.5,Nao,Vista completamente bloqueada,Excelente estado,7,46.45152,1916,0,Sim,Nao
5416510140,2014-07-10,360000,4,3,221.1092352,464.51520000000005,2.0,Nao,Vista completamente bloqueada,Pronto para morar,8,0.0,2005,0,Nao,Nao
3444100400,2015-03-16,349000,3,2,166.2964416,4694.29770816,1.0,Nao,Vista completamente bloqueada,Excelente estado,7,65.032128,1965,0,Sim,Nao
3276920270,2014-11-05,832500,4,4,318.6574272000001,3261.08251008,2.0,Nao,Vista completamente bloqueada,Bom estado,10,96.6191616,1986,0,Sim,Nao
4036801170,2014-10-13,380000,4,2,163.50935040000005,678.1921920000002,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,81.75467520000002,1956,0,Sim,Nao
2391600320,2015-04-20,480000,3,1,96.6191616,470.0893824,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1941,0,Nao,Nao
6300000287,2014-06-09,410000,3,1,130.99328640000002,470.0893824,1.0,Nao,Vista completamente bloqueada,Bom estado,7,46.45152,1956,0,Sim,Nao
1531000030,2015-03-23,720000,4,3,320.515488,3686.67133632,2.0,Nao,Vista completamente bloqueada,Pronto para morar,10,0.0,2002,0,Nao,Nao
5104520400,2014-12-02,390000,3,3,218.322144,473.805504,2.0,Nao,Vista completamente bloqueada,Pronto para morar,8,0.0,2003,0,Nao,Nao
7437100340,2014-12-22,360000,4,3,176.51577600000005,547.1060025600002,2.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1992,0,Nao,Nao
9418400240,2014-10-28,355000,2,1,187.6641408,624.3084288,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,93.8320704,1948,0,Sim,Nao
1523059105,2015-01-28,356000,3,2,156.0771072,809.3712844800001,1.0,Nao,Vista completamente bloqueada,Pronto para morar,8,0.0,1964,0,Nao,Nao
1133000671,2014-06-02,315000,3,1,89.18691840000002,616.31876736,1.0,Nao,Vista completamente bloqueada,Pronto para morar,6,0.0,1952,0,Nao,Nao
4232902595,2014-11-14,940000,3,2,198.8125056,334.45094400000005,2.0,Nao,Vista completamente bloqueada,Pronto para morar,9,22.29672960000001,1925,0,Sim,Nao
2599001200,2014-11-03,305000,5,3,247.12208640000003,780.385536,1.5,Nao,Vista completamente bloqueada,Excelente estado,7,0.0,1961,0,Nao,Nao
3342103156,2014-06-18,461000,3,4,257.34142080000004,583.2452851200002,2.0,Nao,Vista completamente bloqueada,Pronto para morar,9,73.39340159999998,2006,0,Sim,Nao
1332700270,2014-05-19,215000,2,3,149.5738944,189.5222016,2.0,Nao,Vista completamente bloqueada,Bom estado,7,0.0,1979,0,Nao,Nao
3869900162,2014-09-04,335000,2,2,95.69013120000001,99.03464064,2.0,Nao,Vista completamente bloqueada,Pronto para morar,7,24.6193056,2006,0,Sim,Nao
2791500270,2014-05-22,243500,4,3,183.9480192,687.76120512,2.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1988,0,Nao,Nao
5036300431,2015-03-11,1099880,5,3,327.0187008000001,590.21301312,2.0,Nao,Vista completamente bloqueada,Bom estado,10,0.0,2001,0,Nao,Nao
4168000060,2015-02-26,153000,3,1,111.483648,975.48192,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1962,0,Nao,Nao
6021501535,2014-07-25,430000,3,2,146.78680319999995,464.51520000000005,1.0,Nao,Vista completamente bloqueada,Pronto para morar,8,26.9418816,1939,0,Sim,Nao
6021501535,2014-12-23,700000,3,2,146.78680319999995,464.51520000000005,1.0,Nao,Vista completamente bloqueada,Pronto para morar,8,26.9418816,1939,0,Sim,Nao
1483300570,2014-09-08,905000,4,3,306.580032,952.25616,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,84.54176640000001,1946,1991,Sim,Sim
3422049190,2015-03-30,247500,3,2,182.0899584,1456.81257024,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1967,0,Nao,Nao
1099611230,2014-09-12,199000,4,2,107.7675264,594.5794559999998,1.0,Nao,Vista completamente bloqueada,Bom estado,7,0.0,1975,0,Nao,Nao
722079104,2014-07-11,314000,3,2,168.15450239999996,3883.3470720000014,1.0,Nao,Vista completamente bloqueada,Excelente estado,7,55.741824,1980,0,Sim,Nao
7338200240,2014-05-16,437500,3,3,215.5350528,3423.1983148800005,2.0,Nao,Vista quase sem bloqueios,Pronto para morar,9,0.0,1992,0,Nao,Nao
1952200240,2014-06-11,850830,3,3,192.3092928,1230.12915264,1.5,Nao,Vista completamente bloqueada,Excelente estado,9,74.32243199999998,1910,0,Sim,Nao
5200100125,2014-10-27,555000,3,2,183.9480192,323.11677312,1.5,Nao,Vista completamente bloqueada,Bom estado,7,50.1676416,1929,0,Sim,Nao
7214720075,2014-12-12,699950,3,3,203.4576576,9995.71678272,2.0,Nao,Vista completamente bloqueada,Bom estado,8,0.0,1983,0,Nao,Nao
2450000295,2014-10-07,1088000,3,3,271.2768768,753.72236352,2.0,Nao,Vista completamente bloqueada,Pronto para morar,8,0.0,1950,2010,Nao,Sim
6197800045,2014-09-24,290000,3,1,112.4126784,3151.178213760001,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1954,0,Nao,Nao
1328310370,2015-04-02,375000,3,3,217.3931136,929.4949152,1.0,Nao,Vista completamente bloqueada,Bom estado,8,81.75467520000002,1978,0,Sim,Nao
546000875,2014-05-23,460000,3,1,155.1480768,372.0766752,1.5,Nao,Vista completamente bloqueada,Bom estado,7,46.45152,1939,0,Sim,Nao
3530510041,2014-07-23,188500,2,2,115.1997696,231.60727872,1.0,Nao,Vista completamente bloqueada,Bom estado,8,0.0,1985,0,Nao,Nao
1853000400,2015-03-05,680000,4,3,291.7155456000001,2604.72253248,2.0,Nao,Vista completamente bloqueada,Bom estado,10,0.0,1991,0,Nao,Nao
3134100116,2014-08-27,470000,5,2,188.5931712,1146.60931968,2.0,Nao,Vista completamente bloqueada,Bom estado,7,0.0,1942,0,Nao,Nao
9545230140,2014-07-25,597750,4,3,214.6060224,894.09885696,2.0,Nao,Vista completamente bloqueada,Pronto para morar,8,0.0,1984,0,Nao,Nao
3362400511,2015-03-04,570000,3,2,117.0578304,309.18131712,1.0,Nao,Vista completamente bloqueada,Excelente estado,6,52.0257024,1905,0,Sim,Nao
2525310310,2014-09-16,272500,3,2,143.0706816,1170.578304,1.0,Nao,Vista completamente bloqueada,Bom estado,7,35.3031552,1980,0,Sim,Nao
6126500060,2014-11-24,329950,3,2,193.2383232,554.53824576,1.0,Nao,Vista quase sem bloqueios,Pronto para morar,7,92.90304,1971,0,Sim,Nao
8961960160,2014-10-28,480000,4,3,300.0768192000001,1502.3350598400002,2.0,Nao,Vista boa,Pronto para morar,9,65.9611584,2001,0,Sim,Nao
3626039325,2014-11-21,740500,3,4,406.9153152,589.934304,2.0,Nao,Vista completamente bloqueada,Pronto para morar,8,148.64486399999996,1900,1999,Sim,Sim
3362400431,2014-06-26,518500,3,4,147.7158336,102.37915008,3.0,Nao,Vista completamente bloqueada,Pronto para morar,8,0.0,2010,0,Nao,Nao
4060000240,2014-06-23,205425,2,1,81.75467520000002,629.8826112,1.0,Nao,Vista completamente bloqueada,Bom estado,6,0.0,1945,0,Nao,Nao
3454800060,2015-01-08,171800,4,2,145.85777280000005,891.869184,1.0,Nao,Vista completamente bloqueada,Pronto para morar,6,0.0,1950,0,Nao,Nao
1695900060,2015-05-11,535000,4,1,149.5738944,277.03686528000003,1.5,Nao,Vista completamente bloqueada,Bom estado,7,0.0,1925,0,Nao,Nao
7278700070,2015-01-02,660000,3,3,222.967296,601.45428096,1.0,Nao,Vista quase sem bloqueios,Pronto para morar,8,78.0385536,1964,0,Sim,Nao
6675500070,2014-11-19,391500,3,2,134.709408,848.39056128,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1987,0,Nao,Nao
3626039187,2015-04-06,395000,2,1,71.5353408,557.4182400000002,1.0,Nao,Vista completamente bloqueada,Pronto para morar,6,0.0,1953,0,Nao,Nao
3524049083,2014-11-04,445000,4,2,195.096384,408.773376,1.5,Nao,Vista completamente bloqueada,Excelente estado,7,35.3031552,1924,0,Sim,Nao
3275860240,2014-06-18,770000,3,3,270.34784640000004,947.98262016,2.0,Nao,Vista completamente bloqueada,Pronto para morar,9,0.0,1990,0,Nao,Nao
4389200955,2015-03-02,1450000,4,3,255.48336,1652.65217856,1.5,Nao,Vista completamente bloqueada,Pronto para morar,8,71.5353408,1914,1992,Sim,Sim
4058801670,2014-07-17,445000,3,3,195.096384,761.89783104,1.0,Nao,Vista quase sem bloqueios,Pronto para morar,8,44.59345920000001,1967,0,Sim,Nao
8732020310,2014-07-17,260000,4,3,200.6705664,818.5686854400003,1.0,Nao,Vista completamente bloqueada,Pronto para morar,8,74.32243199999998,1978,0,Sim,Nao
2331300505,2014-06-13,822500,5,4,215.5350528,460.7990784,2.0,Nao,Vista completamente bloqueada,Excelente estado,7,55.741824,1926,0,Sim,Nao
7853210060,2015-04-06,430000,4,3,192.3092928,400.4121024,2.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,2004,0,Nao,Nao
3668000070,2015-01-05,212000,3,2,98.4772224,731.61144,1.0,Nao,Vista completamente bloqueada,Bom estado,7,0.0,1986,0,Nao,Nao
9545240070,2015-04-28,660500,4,3,186.7351104,892.14789312,1.0,Nao,Vista completamente bloqueada,Pronto para morar,8,52.9547328,1986,0,Sim,Nao
1243100136,2014-06-12,784000,3,4,366.967008,10319.48387712,1.5,Nao,Vista completamente bloqueada,Pronto para morar,9,138.42552959999998,1989,0,Sim,Nao
8929000270,2014-05-12,453246,3,3,186.7351104,212.46925248,2.0,Nao,Vista completamente bloqueada,Pronto para morar,8,57.59988480000001,2014,0,Sim,Nao
2767602356,2015-01-26,675000,4,4,198.8125056,211.63312512,3.0,Nao,Vista completamente bloqueada,Pronto para morar,9,0.0,2005,0,Nao,Nao
921049315,2014-08-13,199000,3,2,122.6320128,1615.5838656,1.0,Nao,Vista completamente bloqueada,Bom estado,7,0.0,1956,0,Nao,Nao
3655000070,2014-08-05,220000,4,2,187.6641408,728.3598336,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,93.8320704,1968,0,Sim,Nao
4027700812,2014-05-29,452000,4,3,240.61887360000003,929.21620608,1.0,Nao,Vista completamente bloqueada,Bom estado,8,116.1288,1968,0,Sim,Nao
3992700335,2014-07-07,382500,2,1,110.5546176,412.48949760000005,1.0,Nao,Vista completamente bloqueada,Pronto para morar,6,0.0,1981,0,Nao,Nao
2767603505,2014-05-07,519950,3,3,108.6965568,116.03589696,3.0,Nao,Vista completamente bloqueada,Pronto para morar,8,0.0,2014,0,Nao,Nao
4232901525,2014-06-27,665000,2,1,103.12237440000001,297.289728,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1925,0,Nao,Nao
1777500060,2014-07-08,527700,5,3,261.98657280000003,870.966,1.0,Nao,Vista completamente bloqueada,Bom estado,8,117.9868608,1968,0,Sim,Nao
1432900240,2015-05-08,205000,3,1,149.5738944,797.01518016,1.0,Nao,Vista completamente bloqueada,Bom estado,7,55.741824,1962,0,Sim,Nao
6140100875,2015-04-15,420000,3,1,98.4772224,752.23591488,1.0,Nao,Vista completamente bloqueada,Bom estado,7,11.1483648,1923,0,Sim,Nao
6071600370,2015-02-27,500000,4,3,188.5931712,791.25519168,1.0,Nao,Vista completamente bloqueada,Bom estado,8,60.386976000000004,1961,0,Sim,Nao
1526069017,2014-12-03,921500,4,3,340.9541568,29299.203336960003,2.0,Nao,Vista completamente bloqueada,Bom estado,9,0.0,1994,0,Nao,Nao
809001525,2014-06-25,890000,4,1,236.902752,371.61216,2.0,Nao,Vista completamente bloqueada,Pronto para morar,8,16.722547199999998,1905,0,Sim,Nao
3224079105,2014-08-06,430000,2,3,224.8253568,5665.598991360002,2.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,2007,0,Nao,Nao
8075400570,2014-10-30,258000,5,2,209.9608704,1161.288,1.0,Nao,Vista completamente bloqueada,Bom estado,8,104.9804352,1960,0,Sim,Nao
1994200024,2014-11-04,511000,3,1,132.85134720000002,320.98000319999994,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,41.806368000000006,1947,0,Sim,Nao
3362900810,2014-08-20,532170,3,2,126.3481344,287.0703936000001,2.0,Nao,Vista completamente bloqueada,Pronto para morar,8,0.0,1990,0,Nao,Nao
1324300398,2015-04-09,560000,3,1,103.12237440000001,464.51520000000005,1.5,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1947,0,Nao,Nao
537000445,2015-03-31,282950,3,1,116.1288,761.804928,1.0,Nao,Vista completamente bloqueada,Bom estado,7,0.0,1954,0,Nao,Nao
7855801670,2015-04-01,2250000,4,4,481.23774720000006,1844.125344,2.0,Nao,Vista boa,Pronto para morar,12,152.36098560000005,2006,0,Sim,Nao
7920100045,2014-05-16,350000,1,1,65.032128,473.805504,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1942,0,Nao,Nao
8960000030,2014-07-28,215000,3,1,109.6255872,712.4734137600003,1.0,Nao,Vista completamente bloqueada,Bom estado,7,0.0,1967,0,Nao,Nao
6388930390,2014-11-20,650000,5,4,367.8960384,2345.3372448000005,2.0,Nao,Vista completamente bloqueada,Pronto para morar,9,135.6384384,1996,0,Sim,Nao
8731900200,2014-08-07,320000,4,3,245.2640256,696.7728000000003,1.0,Nao,Vista completamente bloqueada,Pronto para morar,8,94.7611008,1967,0,Sim,Nao
8029200135,2014-11-13,247000,3,2,117.9868608,668.7160819200002,1.5,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1916,2013,Nao,Sim
1081200350,2014-10-03,320000,4,2,163.50935040000005,1038.6559872,1.0,Nao,Vista completamente bloqueada,Bom estado,8,0.0,1968,0,Nao,Nao
84000105,2014-05-07,255000,5,3,191.38026240000002,801.9390412800003,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,95.69013120000001,1962,0,Sim,Nao
3756500060,2015-03-09,438000,3,2,165.36741120000005,897.4433664000003,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1962,0,Nao,Nao
7215720160,2015-03-04,900000,3,3,315.870336,1542.46917312,2.0,Nao,Vista completamente bloqueada,Pronto para morar,10,0.0,2000,0,Nao,Nao
3574800520,2014-06-20,441000,3,3,177.4448064,676.3341312000001,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,69.67728000000001,1979,0,Sim,Nao
2617300160,2014-08-12,420000,3,2,187.6641408,3561.159329280001,1.0,Nao,Vista completamente bloqueada,Bom estado,7,93.8320704,1975,0,Sim,Nao
2558660270,2014-12-08,370000,3,2,146.78680319999995,650.32128,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,37.161216,1976,0,Sim,Nao
2009000370,2015-02-19,269950,2,2,124.4900736,673.54704,1.0,Nao,Vista completamente bloqueada,Excelente estado,5,59.4579456,1949,0,Sim,Nao
1836980160,2015-03-24,807100,4,3,248.9801472,417.97077696,2.0,Nao,Vista completamente bloqueada,Pronto para morar,9,0.0,1999,0,Nao,Nao
3261020370,2014-06-05,653000,3,3,248.9801472,905.8046400000001,1.0,Nao,Vista completamente bloqueada,Bom estado,8,99.4062528,1979,0,Sim,Nao
1755700060,2014-06-11,371500,3,2,127.27716480000001,774.43974144,1.0,Nao,Vista completamente bloqueada,Excelente estado,7,0.0,1964,0,Nao,Nao
4330600435,2015-03-16,284000,3,2,144.9287424,1950.96384,1.0,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1954,0,Nao,Nao
9542800700,2015-01-02,272000,3,2,200.6705664,663.3277056000002,1.0,Nao,Vista completamente bloqueada,Bom estado,7,45.5224896,1978,0,Sim,Nao
1999700045,2014-05-02,313000,3,2,124.4900736,735.04885248,1.5,Nao,Vista completamente bloqueada,Pronto para morar,7,0.0,1955,0,Nao,Nao
